src_ip,dst_ip,src_port,dst_port,protocol,packet_size,timestamp,traffic_volume,packet_flags,payload_content,connection_duration,geolocation_data,dns_request_pattern,user_info
128.141.114.232,149.22.214.72,5241,63987,TCP,788,2023-10-24 20:02:45,4326,FIN,Practice our suffer about. Both seek executive fine. Life reason live foot training each.,2228,Ukraine,Normal,jacobwashington
66.203.98.244,204.30.249.188,25196,483,ICMP,121,2023-10-25 10:10:44,8728,FIN,Behavior act pretty ever enjoy although.,797,Netherlands,Suspicious,chandlerrebecca
66.34.145.44,32.112.22.88,30598,4172,TCP,87,2023-10-25 00:40:17,1822,RST,Number year understand third. Weight team town film.,195,Swaziland,Normal,ocarr
173.199.251.89,194.144.228.4,22875,23358,TCP,335,2023-10-24 20:57:09,8377,FIN,Go trouble race room push writer make.,2357,Central African Republic,Failed,zkirby
154.165.93.59,62.48.249.150,37086,30325,ICMP,1366,2023-10-25 00:48:08,1479,FIN,In any land should. Region bad structure commercial.,264,Singapore,Suspicious,copelandsteven
193.223.25.155,159.28.33.195,37943,53828,ICMP,882,2023-10-24 16:46:13,857,SYN,And catch model better sometimes raise. No light stage traditional strategy happen.,1576,Belarus,Suspicious,thorntonchelsea
171.249.243.35,36.0.204.62,49920,19000,ICMP,1168,2023-10-25 12:24:46,2466,SYN,Pay clear fund call. Development floor avoid teach election participant hold.,2135,Comoros,Suspicious,andrewsrachel
7.139.247.78,119.13.198.1,1826,61271,UDP,1455,2023-10-25 07:43:22,7419,RST,Situation study what dinner. Bad fly it tonight understand.,1209,Seychelles,Suspicious,vcox
99.180.201.240,187.42.52.206,16950,26586,TCP,1057,2023-10-25 13:36:07,4905,RST,"Gas house win as word. The cause fund energy.
Top must develop actually also.",2161,Lesotho,Suspicious,qchaney
170.231.16.70,157.242.190.20,41637,17794,ICMP,167,2023-10-25 10:17:53,8789,SYN,Radio prepare care cup wrong television. West official mean again better interest.,1817,Uzbekistan,Failed,ybecker
63.155.224.177,90.244.253.14,3857,52337,ICMP,682,2023-10-25 05:31:47,9648,SYN,Kind offer religious official. Human maybe tell stuff money theory. Majority drug serve room art.,2436,Ethiopia,Suspicious,allenana
222.26.101.46,53.137.230.5,63679,17168,TCP,257,2023-10-25 01:50:13,7878,FIN,"Reality matter others write increase remember which.
Imagine author forget break.",2577,Bhutan,Normal,patrickscott
222.96.28.82,84.170.39.93,16257,34862,UDP,1390,2023-10-24 20:08:52,9178,ACK,Street break size dinner. Trouble admit civil rather sell today. Lose respond game.,197,Poland,Suspicious,michaelmiller
112.91.53.191,219.246.196.93,62729,41280,TCP,986,2023-10-25 02:34:37,7546,ACK,Talk however kind cup. Something long receive likely loss garden throughout.,2267,Kenya,Normal,sharondouglas
147.133.59.220,148.140.235.213,31348,293,TCP,80,2023-10-24 16:13:28,7519,RST,Just which memory. Do fill behind write with region understand.,43,Malta,Suspicious,blambert
105.166.21.91,208.88.131.24,4527,253,UDP,1048,2023-10-24 16:18:43,3434,SYN,Pm their stand Mr establish purpose. Final training sea. About board low area hard instead take.,555,South Georgia and the South Sandwich Islands,Suspicious,ryanvang
142.24.24.56,168.16.199.41,31613,36268,UDP,964,2023-10-24 19:33:59,607,SYN,Ability ball tough body. Owner owner discuss can.,571,Saint Kitts and Nevis,Failed,mary75
63.84.63.46,173.232.133.84,43803,12801,TCP,409,2023-10-25 03:22:31,7975,RST,Cell long expect just our none nature. Fill most discussion commercial raise light scientist wrong.,1146,Mongolia,Failed,dkelly
212.135.95.44,111.55.33.33,11732,53108,UDP,974,2023-10-24 22:43:38,935,SYN,Provide will baby company smile miss necessary.,3297,Mayotte,Normal,christinacampbell
109.60.130.28,75.2.113.204,61019,40945,UDP,290,2023-10-25 13:32:43,622,RST,Should hold money mouth during. Run employee action high space coach all.,576,Slovenia,Normal,aramirez
123.12.111.197,198.177.126.134,12070,7691,UDP,1288,2023-10-25 12:31:17,1956,ACK,Vote strategy beautiful officer economy away use. Image voice able feel action.,3020,Ethiopia,Normal,mitchellsimmons
44.125.211.127,36.72.44.60,17803,4759,ICMP,570,2023-10-25 07:18:14,295,FIN,Manager conference why family. Since something night throughout lead.,3068,French Southern Territories,Normal,josephmueller
209.138.52.160,205.168.134.94,17969,60046,ICMP,153,2023-10-25 11:17:55,5392,RST,To cut clearly do tend set. Administration arrive art case lead beat.,147,Hungary,Normal,gutierrezmargaret
129.254.234.124,143.6.87.192,52086,50250,UDP,1354,2023-10-24 19:45:13,5995,FIN,Push upon back decide become smile use. Live tree woman boy. Present pass whatever Congress.,1870,Canada,Failed,zle
132.162.214.243,202.236.238.223,17411,6860,UDP,82,2023-10-24 16:59:00,1602,SYN,Raise job ask outside. Option door according real several. Long science herself current.,3463,Tokelau,Normal,khanbrandon
14.128.82.183,159.230.94.160,27602,8724,UDP,1286,2023-10-25 13:33:20,8133,ACK,Congress evidence can event enjoy.,2633,Saint Helena,Normal,abigail34
66.107.95.123,185.24.120.86,47603,1274,ICMP,522,2023-10-25 03:59:11,3633,FIN,Science trouble continue effort result.,611,Tanzania,Normal,david99
204.154.199.239,134.185.24.131,46613,62839,TCP,693,2023-10-24 15:08:29,5536,SYN,Final price center product. Nice less require admit throughout.,352,Belarus,Failed,suzanne70
154.142.216.201,103.180.54.69,35210,31155,TCP,1187,2023-10-24 16:08:01,6443,RST,High game might small. Response wife have face. Society friend fill our value analysis buy agent.,2054,Guyana,Normal,pgrant
66.175.218.163,124.190.251.249,14856,29753,TCP,612,2023-10-25 13:28:57,4176,SYN,Think able through painting building cause. Exist actually while loss.,1167,Isle of Man,Normal,sheila17
64.246.102.239,132.205.153.239,56279,14299,UDP,633,2023-10-25 12:55:27,2682,SYN,Media others believe network place. Cover school some power film huge begin.,628,Jersey,Normal,douglas57
112.183.215.163,154.97.220.108,62450,216,TCP,1238,2023-10-24 22:25:13,7195,RST,Already room each sit song old. Name system site clearly. Physical enjoy six kitchen.,2148,United Arab Emirates,Failed,allisonhall
55.112.61.31,5.182.60.27,4356,27199,UDP,311,2023-10-25 11:10:19,3709,SYN,Respond expect play manager against reason. Town much behavior tonight.,1185,Morocco,Normal,sara78
73.152.99.255,59.130.47.91,3794,30863,ICMP,830,2023-10-25 11:46:12,5812,ACK,Job property themselves senior really win ten. Clear all physical reach discussion.,2842,Ukraine,Normal,jennifer98
103.162.105.14,133.125.150.83,46541,21696,ICMP,1399,2023-10-24 18:48:54,1151,SYN,Sell rest many. Woman share and night number.,969,Cote d'Ivoire,Suspicious,larsendavid
174.181.49.39,198.138.191.237,15171,30513,TCP,256,2023-10-25 01:51:40,8332,SYN,Camera born person question. Likely necessary pass attorney cover.,93,Lesotho,Suspicious,taylorann
131.220.91.6,118.43.166.37,24324,38502,ICMP,618,2023-10-25 04:27:12,4549,RST,Individual bed onto challenge bad speech head into. Visit police important reduce.,2777,Burundi,Suspicious,michael68
85.175.133.159,69.145.81.185,28804,30638,ICMP,1404,2023-10-25 02:45:10,3875,SYN,Seat hit it in. Play speak world tax reveal time step save. Nearly us beautiful late somebody.,454,Slovakia (Slovak Republic),Suspicious,ericlowe
1.61.24.148,69.108.96.81,36713,32523,TCP,86,2023-10-24 17:28:40,6433,ACK,Just image build next event administration seven. Big she the live forward something total.,288,Bermuda,Normal,wford
126.167.23.232,72.179.131.220,38756,30094,ICMP,1387,2023-10-24 19:27:34,6279,FIN,Seat area choice until. Seem her hear court relate purpose.,3046,Lebanon,Normal,david91
151.190.238.132,177.203.123.112,55395,6090,UDP,241,2023-10-25 09:02:24,4127,SYN,Bit although song clear. Trial hit force pretty poor including against manage.,1012,Syrian Arab Republic,Suspicious,danielsteele
167.83.128.38,141.228.26.49,20843,20965,TCP,782,2023-10-24 17:18:29,9865,RST,Paper game defense minute race actually. Finally same you executive point.,2069,Palau,Normal,megangarcia
125.140.153.230,34.239.95.190,23484,2391,UDP,274,2023-10-24 15:51:45,6854,SYN,Executive real try move firm coach. Protect book finish upon. Figure break their style.,3470,Libyan Arab Jamahiriya,Suspicious,shelby87
78.144.235.177,155.223.89.138,7124,10069,UDP,670,2023-10-24 20:59:43,9661,SYN,Society cell probably page far right difference. Art finally score election.,281,Colombia,Failed,rcox
92.175.79.212,9.44.101.203,63080,24034,ICMP,1367,2023-10-24 14:47:39,2299,RST,Manager large thus reduce be dinner detail. Firm upon clearly really scientist institution.,2834,Saint Barthelemy,Normal,vgeorge
32.135.152.241,74.85.125.13,40292,22436,ICMP,1470,2023-10-25 11:41:52,3798,RST,Reduce discover give mind throw.,3529,United Kingdom,Suspicious,briannaballard
2.236.190.119,14.86.23.82,58687,60707,UDP,1145,2023-10-25 04:19:25,8092,ACK,Pass until life indicate newspaper. Work build which account discussion.,3127,Gambia,Suspicious,robertwu
1.115.187.121,179.11.58.175,730,28835,ICMP,919,2023-10-25 03:37:32,694,SYN,Skin value part. Course laugh note finish especially.,254,Egypt,Failed,debramartinez
148.31.181.195,62.12.173.156,5730,51726,ICMP,400,2023-10-24 18:34:12,722,RST,Prove decade side. Section receive deal produce attack. Modern fund away adult can pull official.,3542,Kyrgyz Republic,Failed,bbailey
125.62.65.107,83.43.0.201,15920,54451,UDP,913,2023-10-25 06:16:50,9333,ACK,Carry since show possible community establish she game. Single past senior policy.,1347,Palau,Suspicious,heidi85
101.8.208.219,81.207.221.38,57101,50004,ICMP,1463,2023-10-25 08:19:40,1386,FIN,Cup book relate remember hotel late but. Option old matter sit address.,1283,Guam,Failed,sholt
223.54.189.250,183.199.51.236,41558,45749,TCP,1388,2023-10-25 01:51:29,424,FIN,Them treatment federal statement read almost dark. Large hour direction bad bag finish style.,157,Montserrat,Failed,pattersonolivia
149.221.79.18,44.244.12.114,14268,6247,ICMP,803,2023-10-25 01:22:37,6780,FIN,Church process detail. Government amount deal local bring. Behavior dog agreement hundred road.,855,Montenegro,Failed,mhudson
202.13.92.218,49.73.63.35,51699,27651,TCP,255,2023-10-25 03:28:11,655,FIN,Group message behavior stage charge.,2330,Czech Republic,Suspicious,karenwilliams
223.46.251.190,194.171.195.139,11620,61336,ICMP,1052,2023-10-25 11:36:18,6502,ACK,Foreign event style film want. East part activity experience prevent.,3175,Heard Island and McDonald Islands,Normal,agould
7.164.63.160,131.82.198.178,23766,65392,UDP,605,2023-10-25 12:32:29,5968,SYN,Hospital world site walk. Which mention very environment religious. Ok check from along point high.,707,Turkey,Suspicious,hudsonjennifer
125.97.93.204,103.192.203.199,43649,59036,TCP,488,2023-10-24 18:57:37,6473,FIN,Morning week act attack. Industry clear offer read go draw special.,615,Tokelau,Normal,kristina67
188.201.37.173,67.43.101.94,18134,2729,ICMP,1433,2023-10-24 17:45:48,7403,FIN,Sort describe attorney. Candidate treat paper hit method.,2583,Heard Island and McDonald Islands,Suspicious,kevinmullins
131.248.124.85,159.54.197.34,64815,31732,TCP,828,2023-10-25 10:30:22,3256,ACK,Project mother he radio read couple social. Exactly draw hotel produce.,1148,Suriname,Suspicious,johngonzalez
86.60.69.54,149.138.239.0,10980,26218,TCP,178,2023-10-25 04:35:39,9260,ACK,Box pay trial deep clear PM.,220,Vanuatu,Failed,glenalexander
1.141.33.15,176.113.67.229,47170,19368,UDP,390,2023-10-25 12:56:54,1759,ACK,Fund bar point while rather. Far industry into campaign sport nearly Congress with.,3377,Mozambique,Normal,ryanblanchard
60.161.253.52,148.67.217.199,2420,48682,ICMP,817,2023-10-24 16:28:41,8336,RST,Right include official nearly also goal cost. Radio attorney kind. Until across perform threat.,1027,China,Suspicious,thunter
45.183.118.11,21.119.106.68,48924,28479,TCP,300,2023-10-25 09:03:15,5773,RST,Focus lead measure movie. Contain project outside answer exactly drop this.,3436,Estonia,Normal,christine18
140.218.214.4,52.226.74.169,63194,21882,TCP,1403,2023-10-25 03:16:48,3616,FIN,Final page short ok. After his establish role from think.,3279,Cayman Islands,Failed,michael10
40.206.205.45,192.89.158.231,15584,54257,TCP,410,2023-10-25 00:29:15,1721,FIN,Eat peace unit. What billion hold open.,2755,Gambia,Failed,kathryn40
222.129.171.133,203.237.107.192,23231,46992,UDP,727,2023-10-25 03:24:32,1336,ACK,Carry arrive to beautiful describe face eight. Blood various certain. After woman through these.,2968,Anguilla,Suspicious,kellymarshall
13.43.170.53,173.70.111.19,58681,18588,UDP,976,2023-10-25 14:06:28,1318,SYN,Either else else age. Clearly hotel necessary voice push second.,300,Gibraltar,Normal,matthew85
47.48.52.147,11.164.219.186,39907,20551,TCP,365,2023-10-25 02:41:05,7829,RST,But imagine soon dinner eye. Indicate choose writer consider decision.,1261,Switzerland,Failed,gloriafowler
140.93.14.9,112.136.97.47,43879,46764,UDP,557,2023-10-25 05:00:50,7706,RST,Suggest no this south beautiful far leave information.,1407,French Polynesia,Suspicious,guzmanchad
172.86.67.161,109.132.21.150,24392,53642,UDP,1487,2023-10-24 17:18:57,2836,FIN,Political production issue wonder look. Few book later small or bill usually.,3485,Isle of Man,Suspicious,hendersonjamie
143.44.175.170,93.69.142.170,29898,13514,UDP,728,2023-10-24 21:31:10,5675,FIN,Parent series toward still. Or ten material. Glass personal business their machine.,2637,Ethiopia,Failed,fergusonrachel
50.16.33.226,193.115.205.160,14711,8346,UDP,169,2023-10-24 23:14:49,7164,ACK,Fish Congress world produce. Realize move address understand stage part.,949,Niue,Failed,burnettandrew
11.92.74.32,214.51.249.7,54122,62411,ICMP,1427,2023-10-24 14:50:20,311,FIN,Tax political size effort. Consider discuss front attack. Leader bit first adult.,924,Isle of Man,Normal,eric28
191.11.118.140,159.86.222.187,51482,23157,ICMP,823,2023-10-25 04:03:55,851,ACK,Popular include beat top. Return road five building.,1241,Kuwait,Normal,dan98
98.168.48.190,96.18.172.192,50168,30515,UDP,1040,2023-10-25 11:53:46,131,RST,Cell memory great visit fish every. Chance red win music spring measure.,1627,Holy See (Vatican City State),Normal,susanshaw
44.196.238.31,205.75.5.92,9033,57941,UDP,149,2023-10-25 12:00:24,270,ACK,Film within executive. Culture some why something see agency job. I I purpose oil art success ok.,2091,Macao,Normal,tammy44
184.49.105.179,143.10.45.241,3061,23918,TCP,1104,2023-10-25 11:29:09,6942,RST,Building always behind man mean. Sister thank so leg surface.,3218,Guinea-Bissau,Suspicious,emilypennington
205.154.197.169,182.252.0.214,13836,6598,UDP,1278,2023-10-25 07:11:07,9261,RST,Democratic director paper because country. Thus effort box record doctor keep imagine.,938,Lithuania,Failed,reesekenneth
51.102.83.188,62.214.75.167,22557,39073,UDP,1246,2023-10-25 01:18:19,5734,RST,Occur business whose. Step for give where tough bad. They media edge where.,637,Montenegro,Failed,ocolon
30.66.133.16,46.30.133.68,59748,35633,UDP,426,2023-10-24 20:15:07,6138,SYN,Believe amount relate walk bill best much. Light exactly this wear its bar.,320,Bolivia,Suspicious,lewismegan
117.162.113.161,109.131.146.13,30991,57077,ICMP,1368,2023-10-24 22:21:23,6362,ACK,Describe statement create fine election and. Religious right size lot his clearly husband.,1717,Gabon,Suspicious,parkergabriel
149.219.248.217,64.157.152.19,20524,34061,TCP,631,2023-10-25 04:22:07,9250,SYN,Face plant firm across reach building machine. Beautiful prevent tonight daughter.,279,Timor-Leste,Failed,rebeccaperez
181.3.45.56,113.2.232.102,48043,39672,ICMP,146,2023-10-25 05:20:09,6364,RST,"Blue black hard community network rule tell heavy.
Away themselves civil. Fight cultural cut rule.",1739,Solomon Islands,Suspicious,ashleygeorge
57.14.119.238,75.162.153.33,35119,45056,ICMP,1235,2023-10-25 03:59:48,6517,ACK,Security capital star gun medical statement. Ball during teach almost individual color.,1371,Kenya,Suspicious,misty34
43.207.95.99,168.249.81.221,336,8579,TCP,938,2023-10-25 11:22:55,785,ACK,Father probably challenge accept never force. Official not teacher discuss account stock.,2865,Isle of Man,Normal,clloyd
180.121.224.46,200.232.46.39,43140,50587,ICMP,920,2023-10-25 04:55:40,6080,ACK,Than instead kid cause. Able blood throughout ready responsibility.,1856,Lithuania,Normal,michelle09
64.201.201.52,191.75.120.88,23085,259,UDP,1023,2023-10-25 03:47:38,6510,FIN,"Court occur industry.
Spend might his just decision seek.",3567,Timor-Leste,Failed,rnelson
193.205.126.0,202.179.148.142,61594,26334,ICMP,1368,2023-10-24 19:31:36,6711,SYN,Concern score great allow form. Set want join cup heart away close.,1681,Belize,Suspicious,robertpark
90.168.188.135,171.56.248.0,26576,28024,ICMP,349,2023-10-25 00:49:12,4458,SYN,Out growth someone eye within smile. Decision commercial nearly above rate year.,3483,Nicaragua,Failed,annanderson
89.55.56.56,193.158.53.34,19027,17657,TCP,955,2023-10-25 11:31:53,270,FIN,Popular perform later appear. Indicate offer hold military technology.,3325,Uganda,Suspicious,josephmaldonado
